"scientificname";"worms_id";"rank";"species";"worms_id_species";"count"
"Saldula palustris";151147;"Species";"Saldula palustris";151147;1
"Navicula menisculus meniscus";;"Subspecies";"Navicula menisculus";149458;1
"Viscosia filipjevi";122140;"Species";"Viscosia filipjevi";122140;1
"Calanipeda aquaedulcis";349522;"Species";"Calanipeda aquaedulcis";349522;1
"Tainokia logachevae";1036241;"Species";"Tainokia logachevae";1036241;1
"Melinnopsis atlantica";155460;"Species";"Melinnopsis atlantica";155460;1
"Epacanthion incurvatum";121874;"Species";"Epacanthion incurvatum";121874;1
"Hymedesmia (Hymedesmia) latrunculioides";133592;"Species";"Hymedesmia (Hymedesmia) latrunculioides";133592;1
"Malacomyia sciomyzina";151042;"Species";"Malacomyia sciomyzina";151042;1
"Tetrastemma beaumonti";122758;"Species";"Tetrastemma beaumonti";122758;1
"Plagiopyla frontata";427273;"Species";"Plagiopyla frontata";427273;1
"Aspidisca pulcherrima";179325;"Species";"Aspidisca pulcherrima";179325;1
"Pseudochirella major";104332;"Species";"Pseudochirella major";104332;1
"Daptonema donsi";121527;"Species";"Daptonema donsi";121527;1
"Dytaster grandis grandis";125201;"Subspecies";"Dytaster grandis";123888;1
"Parthenopea subterranea";134796;"Species";"Parthenopea subterranea";134796;1
"Tharyx maryae";863123;"Species";"Tharyx maryae";863123;1
"Doridicola longicauda";129022;"Species";"Doridicola longicauda";129022;1
"Bohadschia mitsioensis";210760;"Species";"Bohadschia mitsioensis";210760;1
"Astacilla longispina";257315;"Species";"Astacilla longispina";257315;1
"Euzetes";150391;"Genus";"";;1
"Sarcotragus pipetta";165085;"Species";"Sarcotragus pipetta";165085;1
"Spirulina tenerrima";146668;"Species";"Spirulina tenerrima";146668;1
"Hoplunnis";158589;"Genus";"";;1
"Brosme";125740;"Genus";"";;1
"Mitrella alizonae";511472;"Species";"Mitrella alizonae";511472;1
"Quadricoma pontica";161118;"Species";"Quadricoma pontica";161118;1
"Probopyrinella heardi";262585;"Species";"Probopyrinella heardi";262585;1
"Typosyllis antoni";826906;"Species";"Typosyllis antoni";826906;1
"Gmelinoides fasciatus";234081;"Species";"Gmelinoides fasciatus";234081;1
"Vexillum consanguineum";567321;"Species";"Vexillum consanguineum";567321;1
"Marylynnia effilata";120836;"Species";"Marylynnia effilata";120836;1
"Anthomastus";125285;"Genus";"";;1
"Glossanodon";125886;"Genus";"";;1
"Toxonidea";149512;"Genus";"";;1
"Paractis comata simplex";410945;"Subspecies";"Paractis comata";287677;1
"Strongylostoma elongatum elongatum";484734;"Subspecies";"Strongylostoma elongatum";481300;1
"Plumularia margaretta";285265;"Species";"Plumularia margaretta";285265;1
"Auristomia erjaveciana";836193;"Species";"Auristomia erjaveciana";836193;1
"Platycomopsis mesjatzevi";121968;"Species";"Platycomopsis mesjatzevi";121968;1
"Halirages cainae";597729;"Species";"Halirages cainae";597729;1
"Paranannopus hicksi";115850;"Species";"Paranannopus hicksi";115850;1
"Retetydeus";150454;"Genus";"";;1
"Discotectonica pseudoperspectiva";605388;"Species";"Discotectonica pseudoperspectiva";605388;1
"Culex";494561;"Genus";"";;1
"Goniastrea";205082;"Genus";"";;1
"Scleroconcha folinii";183411;"Species";"Scleroconcha folinii";183411;1
"Fervidobacterium";571501;"Genus";"";;1
"Cyrthydrolaelaps";150364;"Genus";"";;1
"Circulus";137626;"Genus";"";;1
"Mentodus facilis";158724;"Species";"Mentodus facilis";158724;1
"Topsentia glabra";132731;"Species";"Topsentia glabra";132731;1
"Lyrella pseudolyra";839582;"Species";"Lyrella pseudolyra";839582;1
"Dipsastraea speciosa";758219;"Species";"Dipsastraea speciosa";758219;1
"Sagartiogeton verrilli";101003;"Species";"Sagartiogeton verrilli";101003;1
"Lauratonematidae";2210;"Family";"";;1
"Corydendrium parasiticum";117433;"Species";"Corydendrium parasiticum";117433;1
"Spirillina margaritifera";466037;"Species";"Spirillina margaritifera";466037;1
"Litonotus lamella";341723;"Species";"Litonotus lamella";341723;1
"Mothocya belonae";118901;"Species";"Mothocya belonae";118901;1
"Xenus cinereus";212602;"Species";"Xenus cinereus";212602;1
"Cerianthus roulei";283807;"Species";"Cerianthus roulei";283807;1
"Ammotheristus subtilis";834469;"Species";"Ammotheristus subtilis";834469;1
"Distorsio perdistorta";140726;"Species";"Distorsio perdistorta";140726;1
"Gymnothorax minor";271853;"Species";"Gymnothorax minor";271853;1
"Acanthopharynx rigida";120959;"Species";"Acanthopharynx rigida";120959;1
"Cocconeis pseudocostata";595709;"Species";"Cocconeis pseudocostata";595709;1
"Cylindrospermum";146640;"Genus";"";;1
"Paramoeba eilhardi";120623;"Species";"Paramoeba eilhardi";120623;1
"Crella (Yvesia) gelida";133467;"Species";"Crella (Yvesia) gelida";133467;1
"Lutjanus sanguineus";218487;"Species";"Lutjanus sanguineus";218487;1
"Pomponema lineatum";120862;"Species";"Pomponema lineatum";120862;1
"Thalassoma newtoni";273586;"Species";"Thalassoma newtoni";273586;1
"Neocnus incubans";124638;"Species";"Neocnus incubans";124638;1
"Diurodrilus dohrni";129994;"Species";"Diurodrilus dohrni";129994;1
"Neocamacolaimus parasiticus";834495;"Species";"Neocamacolaimus parasiticus";834495;1
"Bathymacrostomum spirale";142732;"Species";"Bathymacrostomum spirale";142732;1
"Claviderma gladiata";182788;"Species";"Claviderma gladiata";182788;1
"Amphitantulus harpiniacheres";136608;"Species";"Amphitantulus harpiniacheres";136608;1
"Phaseolus";147089;"Genus";"";;1
"Neurymenia fraxinifolia";213686;"Species";"Neurymenia fraxinifolia";213686;1
"Cladocroce fibrosa";132765;"Species";"Cladocroce fibrosa";132765;1
"Acheliderma lemniscatum";167361;"Species";"Acheliderma lemniscatum";167361;1
"Biddulphia spinosa";149657;"Species";"Biddulphia spinosa";149657;1
"Trogloarctus trionyches";136676;"Species";"Trogloarctus trionyches";136676;1
"Brachionus leydigii leydigii";369182;"Subspecies";"Brachionus leydigii";134981;1
"Lithomitra";409639;"Genus";"";;1
"Progeryonidae";439045;"Family";"";;1
"Paratimea arbuscula";196886;"Species";"Paratimea arbuscula";196886;1
"Bougisia ornata";410691;"Species";"Bougisia ornata";410691;1
"Paradrepanophorus crassus";122863;"Species";"Paradrepanophorus crassus";122863;1
"Haploops sibirica";101955;"Species";"Haploops sibirica";101955;1
"Sycettusa glacialis";450822;"Species";"Sycettusa glacialis";450822;1
"Anemonia rustica";416480;"Species";"Anemonia rustica";416480;1
"Clavodesia clavula";596777;"Species";"Clavodesia clavula";596777;1
"Castrella (Nasonoviella) lutheri";480602;"Species";"Castrella (Nasonoviella) lutheri";480602;1
"Iphinopsis";137727;"Genus";"";;1
"Phelliactis coccinea";283655;"Species";"Phelliactis coccinea";283655;1
"Larus argentatus argenteus";232048;"Subspecies";"Larus argentatus";137138;1
"Acanthopharyngoides tyrrhenicus";120954;"Species";"Acanthopharyngoides tyrrhenicus";120954;1
"Archesola typhlops";116213;"Species";"Archesola typhlops";116213;1
"Desmodora papillata";120975;"Species";"Desmodora papillata";120975;1
"Suberites spongiosus";832519;"Species";"Suberites spongiosus";832519;1
"Rhynchonema brevituba";121589;"Species";"Rhynchonema brevituba";121589;1
"Fauveliopsidae";978;"Family";"";;1
"Platyamoeba calycinucleolus";120651;"Species";"Platyamoeba calycinucleolus";120651;1
"Maghrebidiella maroccana";410612;"Species";"Maghrebidiella maroccana";410612;1
"Probolocoryphe uca";767904;"Species";"Probolocoryphe uca";767904;1
"Littoraria intermedia";208938;"Species";"Littoraria intermedia";208938;1
"Bathyopsurus abyssicolus";118602;"Species";"Bathyopsurus abyssicolus";118602;1
"Entobdella soleae";119432;"Species";"Entobdella soleae";119432;1
"Astyra";101477;"Genus";"";;1
"Alcyonium incrustans";151647;"Species";"Alcyonium incrustans";151647;1
"Halalaimus pachydermatus";160947;"Species";"Halalaimus pachydermatus";160947;1
"Gymnodinium enorme";162539;"Species";"Gymnodinium enorme";162539;1
"Hymeniacidon fristedti";165895;"Species";"Hymeniacidon fristedti";165895;1
"Haliclona (Haliclona) varia";346190;"Species";"Haliclona (Haliclona) varia";346190;1
"Hypodontolaimus sivertseni";120781;"Species";"Hypodontolaimus sivertseni";120781;1
"Paralinhomoeus intermedius";121733;"Species";"Paralinhomoeus intermedius";121733;1
"Diploneis oblongella";164048;"Species";"Diploneis oblongella";164048;1
"Amphisolenia schroederi";232143;"Species";"Amphisolenia schroederi";232143;1
"Discorbinella nitida";815328;"Species";"Discorbinella nitida";815328;1
"Symplocostoma dubium";228195;"Species";"Symplocostoma dubium";228195;1
"Cletodes reducta";364230;"Species";"Cletodes reducta";364230;1
"Ischyromene lacazei";118948;"Species";"Ischyromene lacazei";118948;1
"Dysteria monostyla";178690;"Species";"Dysteria monostyla";178690;1
"Halicardia";138653;"Genus";"";;1
"Aulographis tetrancistra";408872;"Species";"Aulographis tetrancistra";408872;1
"Hyas alutaceus";442166;"Species";"Hyas alutaceus";442166;1
"Ircinia stipitata";132369;"Species";"Ircinia stipitata";132369;1
"Eurycletodes (Oligocletodes) profundus";116728;"Species";"Eurycletodes (Oligocletodes) profundus";116728;1
"Axonolaimidae";2184;"Family";"";;1
"Marsteinia bozici";116385;"Species";"Marsteinia bozici";116385;1
"Halichoanolaimus norvegicus";120939;"Species";"Halichoanolaimus norvegicus";120939;1
"Marsteinia ibericus";116386;"Species";"Marsteinia ibericus";116386;1
"Arcella vulgaris";136807;"Species";"Arcella vulgaris";136807;1
"Asterolampra marylandica";248070;"Species";"Asterolampra marylandica";248070;1
"Parallelostrombidium siculum";595194;"Species";"Parallelostrombidium siculum";595194;1
"Flabellula citata";120594;"Species";"Flabellula citata";120594;1
"Ancistroteuthis";138289;"Genus";"";;1
"Galathea eulimene";832375;"Species";"Galathea eulimene";832375;1
"Psyllocamptus (Psyllocamptus) minutus minutus";116914;"Subspecies";"Psyllocamptus (Psyllocamptus) minutus";116703;1
"Tethyaster";123257;"Genus";"";;1
"Aspicilia leprosescens";147746;"Species";"Aspicilia leprosescens";147746;1
"Mesacanthion longispiculum";121894;"Species";"Mesacanthion longispiculum";121894;1
"Abudefduf";126044;"Genus";"";;1
"Haloplanella hamulata";143468;"Species";"Haloplanella hamulata";143468;1
"Isobactrus";114787;"Genus";"";;1
"Hippoporella fastigatoavicularis";469868;"Species";"Hippoporella fastigatoavicularis";469868;1
"Amallothrix robusta";104774;"Species";"Amallothrix robusta";104774;1
"Acipenser";125618;"Genus";"";;1
"Wrangelia argus";144712;"Species";"Wrangelia argus";144712;1
"Bathyporeia elkaimi";388682;"Species";"Bathyporeia elkaimi";388682;1
"Feldmannia lebelii";145417;"Species";"Feldmannia lebelii";145417;1
"Digitaria";137684;"Genus";"";;1
"Henricia eschrichti";123965;"Species";"Henricia eschrichti";123965;1
"Hansenocaris furcifera";150310;"Species";"Hansenocaris furcifera";150310;1
"Nassarius persicus";560291;"Species";"Nassarius persicus";560291;1
"Paralinhomoeus bocki";121724;"Species";"Paralinhomoeus bocki";121724;1
"Proxenetes inflatus";143422;"Species";"Proxenetes inflatus";143422;1
"Trianguloscalpellum gigas";106193;"Species";"Trianguloscalpellum gigas";106193;1
"Archaphanostoma macrospiriferum";142589;"Species";"Archaphanostoma macrospiriferum";142589;1
"Parasterope longiseta";291472;"Species";"Parasterope longiseta";291472;1
"Mendicula verrilli";533089;"Species";"Mendicula verrilli";533089;1
"Neocancilla clathrus";217205;"Species";"Neocancilla clathrus";217205;1
"Thalassomyia frauenfeldi";118156;"Species";"Thalassomyia frauenfeldi";118156;1
"Prolanceola vibiliformis";550611;"Species";"Prolanceola vibiliformis";550611;1
"Navicula tenera";669023;"Species";"Navicula tenera";669023;1
"Metacalanus";104132;"Genus";"";;1
"Mathilda";138170;"Genus";"";;1
"Microstomum lucidum";142794;"Species";"Microstomum lucidum";142794;1
"Symsagittifera schultzei";480358;"Species";"Symsagittifera schultzei";480358;1
"Chaetosoma groenlandicum";887861;"Species";"Chaetosoma groenlandicum";887861;1
"Sphaerolaimus tenuis";121506;"Species";"Sphaerolaimus tenuis";121506;1
"Plagiostomum pseudomaculatum";142912;"Species";"Plagiostomum pseudomaculatum";142912;1
"Lagocephalus laevigatus";158933;"Species";"Lagocephalus laevigatus";158933;1
"Prionospio amarsupiata";871991;"Species";"Prionospio amarsupiata";871991;1
"Mullus barbatus ponticus";293633;"Subspecies";"Mullus barbatus";126985;1
"Hymedesmia (Stylopus) obtusata";133613;"Species";"Hymedesmia (Stylopus) obtusata";133613;1
"Gieysztoria pavimentata";480660;"Species";"Gieysztoria pavimentata";480660;1
"Alveopora allingi";207192;"Species";"Alveopora allingi";207192;1
"Cytheropteron sulcatum";128035;"Species";"Cytheropteron sulcatum";128035;1
"Psolus tesselatus";124714;"Species";"Psolus tesselatus";124714;1
"Lissotesta major";141502;"Species";"Lissotesta major";141502;1
"Simplisetia qeshmensis";986966;"Species";"Simplisetia qeshmensis";986966;1
"Sphaerocephalum chabaudi";121745;"Species";"Sphaerocephalum chabaudi";121745;1
"Thalassarachna longipes";114972;"Species";"Thalassarachna longipes";114972;1
"Mesacanthion conicum";121889;"Species";"Mesacanthion conicum";121889;1
"Prostoma putelale";234086;"Species";"Prostoma putelale";234086;1
"Cladocarpus tenuis";183068;"Species";"Cladocarpus tenuis";183068;1
"Macrodactyla aspera";220503;"Species";"Macrodactyla aspera";220503;1
"Althoffia";103361;"Genus";"";;1
"Notoscopelus elongatus kroeyeri";;"Subspecies";"Notoscopelus elongatus";158915;1
"Arachnidium";110994;"Genus";"";;1
"Clausinella";138634;"Genus";"";;1
"Parambassis ranga";282072;"Species";"Parambassis ranga";282072;1
"Pterodroma madeira";137198;"Species";"Pterodroma madeira";137198;1
"Cliona janitrix";134129;"Species";"Cliona janitrix";134129;1
"Propionicicella";559758;"Genus";"";;1
"Melanothamnus harveyi";1027787;"Species";"Melanothamnus harveyi";1027787;1
"Heteropsyllus serratus";352350;"Species";"Heteropsyllus serratus";352350;1
"Heteronema ovale";110632;"Species";"Heteronema ovale";110632;1
"Lauratonemoides originalis";122257;"Species";"Lauratonemoides originalis";122257;1
"Epidendrium dendrophylliae";345295;"Species";"Epidendrium dendrophylliae";345295;1
"Castrada (Castrada) flavida";481233;"Species";"Castrada (Castrada) flavida";481233;1
"Sejunctella";556730;"Genus";"";;1
"Clavella stellata";135845;"Species";"Clavella stellata";135845;1
"Pedicythere phryne";128071;"Species";"Pedicythere phryne";128071;1
"Bathypolypus pugniger";181387;"Species";"Bathypolypus pugniger";181387;1
"Microstomum ornatum";142796;"Species";"Microstomum ornatum";142796;1
"Silicosigmoilina";578114;"Genus";"";;1
"Limnoria borealis";118915;"Species";"Limnoria borealis";118915;1
"Coregonus pidschian";254568;"Species";"Coregonus pidschian";254568;1
"Oestergrenia digitata profundicola";152550;"Subspecies";"Oestergrenia digitata";152547;1
"Gonodactylus botti";408926;"Species";"Gonodactylus botti";408926;1
"Navicula ammophila";149446;"Species";"Navicula ammophila";149446;1
"Dipsastraea matthaii";758240;"Species";"Dipsastraea matthaii";758240;1
"Oncholaimellinae";2269;"Subfamily";"";;1
"Neocucumis atlanticus";241921;"Species";"Neocucumis atlanticus";241921;1
"Cirsonella ateles";141483;"Species";"Cirsonella ateles";141483;1
"Schedophilus velaini";219742;"Species";"Schedophilus velaini";219742;1
"Theristus leptosoma";121618;"Species";"Theristus leptosoma";121618;1
"Platynereis nadiae";130419;"Species";"Platynereis nadiae";130419;1
"Thalassiosira tealata";231889;"Species";"Thalassiosira tealata";231889;1
"Perinereis kuwaitensis";1046166;"Species";"Perinereis kuwaitensis";1046166;1
"Amphiprion ocellaris";278400;"Species";"Amphiprion ocellaris";278400;1
"Acanthancora schmidti";169127;"Species";"Acanthancora schmidti";169127;1
"Parapasiphae compta";107671;"Species";"Parapasiphae compta";107671;1
"Cephalorhynchus";231403;"Genus";"";;1
"Micracanthodinium bacilliferum";233349;"Species";"Micracanthodinium bacilliferum";233349;1
"Campylodiscus ralfsii";178051;"Species";"Campylodiscus ralfsii";178051;1
"Cliona parenzani";170466;"Species";"Cliona parenzani";170466;1
"Pyrenocollema pelvetiae";437809;"Species";"Pyrenocollema pelvetiae";437809;1
"Frondicularia lineata";909419;"Species";"Frondicularia lineata";909419;1
"Hoplopera pusilla";143476;"Species";"Hoplopera pusilla";143476;1
"Dorothia scabra";114368;"Species";"Dorothia scabra";114368;1
"Valvulineria camerata";897675;"Species";"Valvulineria camerata";897675;1
"Anabaena kisselevii";575719;"Species";"Anabaena kisselevii";575719;1
"Lithodes";106845;"Genus";"";;1
"Barbonema horridum";121936;"Species";"Barbonema horridum";121936;1
"Annectina biedai";1030578;"Species";"Annectina biedai";1030578;1
"Laophontopsis borealis";116326;"Species";"Laophontopsis borealis";116326;1
"Owenia assimilis";880408;"Species";"Owenia assimilis";880408;1
"Stelletta pumex";133982;"Species";"Stelletta pumex";133982;1
"Opisthoteuthis californiana";342092;"Species";"Opisthoteuthis californiana";342092;1
"Oscillatoria corralinae";232106;"Species";"Oscillatoria corralinae";232106;1
"Esperiopsis praedita";133266;"Species";"Esperiopsis praedita";133266;1
"Diarthrodes intermedius";358305;"Species";"Diarthrodes intermedius";358305;1
"Antithamnion pectinatum";494895;"Species";"Antithamnion pectinatum";494895;1
"Periophthalmus";205192;"Genus";"";;1
"Aureliania";410801;"Genus";"";;1
"Daptonema prominens";121546;"Species";"Daptonema prominens";121546;1
"Araeolaimus septentrionalis";121394;"Species";"Araeolaimus septentrionalis";121394;1
"Belgopeltula belgica";1056997;"Species";"Belgopeltula belgica";1056997;1
"Orbiniida";884;"Order";"";;1
"Enterocola";106453;"Genus";"";;1
"Aspidisca fusca";417099;"Species";"Aspidisca fusca";417099;1
"Tharybis groenlandica";362051;"Species";"Tharybis groenlandica";362051;1
"Polycope parareticulata";127881;"Species";"Polycope parareticulata";127881;1
"Procerolagena distoma";723261;"Species";"Procerolagena distoma";723261;1
"Dicranophorus";368545;"Genus";"";;1
"Pleurosigma obscurum";149501;"Species";"Pleurosigma obscurum";149501;1
"Haliclona inflata";132812;"Species";"Haliclona inflata";132812;1
"Oncorhynchus gorbuscha";127182;"Species";"Oncorhynchus gorbuscha";127182;1
"Axinophilus";128702;"Genus";"";;1
